artist,track_name,region,date,streams
Logic,1-800-273-8255,global,2017-12-09,1670267
Logic,1-800-273-8255,global,2017-12-10,1501435
Logic,1-800-273-8255,global,2017-12-11,1583347
Logic,1-800-273-8255,global,2017-12-12,1624330
Logic,1-800-273-8255,global,2017-12-13,1625650
Logic,1-800-273-8255,global,2017-12-14,1621022
Logic,1-800-273-8255,global,2017-12-15,1626707
Logic,1-800-273-8255,global,2017-12-16,1500625
Logic,1-800-273-8255,global,2017-12-17,1364086
Logic,1-800-273-8255,global,2017-12-18,1461950
Logic,1-800-273-8255,global,2017-12-19,1493666
Logic,1-800-273-8255,global,2017-12-20,1504683
Logic,1-800-273-8255,global,2017-12-21,1504424
Logic,1-800-273-8255,global,2017-12-22,1475963
Logic,1-800-273-8255,global,2017-12-23,1369960
Logic,1-800-273-8255,global,2017-12-24,1208336
Logic,1-800-273-8255,global,2017-12-25,1030667
Logic,1-800-273-8255,global,2017-12-26,1162749
Logic,1-800-273-8255,global,2017-12-27,1317147
Logic,1-800-273-8255,global,2017-12-28,1404501
Logic,1-800-273-8255,global,2017-12-29,1427359
Logic,1-800-273-8255,global,2017-12-30,1383993
Logic,1-800-273-8255,global,2017-12-31,1740727
Logic,1-800-273-8255,global,2018-01-01,1360809
Logic,1-800-273-8255,global,2018-01-02,1394771
Logic,1-800-273-8255,global,2018-01-03,1409158
Logic,1-800-273-8255,global,2018-01-04,1388010
Logic,1-800-273-8255,global,2018-01-05,1424041
Logic,1-800-273-8255,global,2018-01-06,1318798
Logic,1-800-273-8255,global,2018-01-07,1221126
Logic,1-800-273-8255,global,2018-01-08,1319157
Logic,1-800-273-8255,global,2018-01-09,1340095
Bruno Mars,24K Magic,global,2017-01-01,2111599
Bruno Mars,24K Magic,global,2017-01-02,2152569
Bruno Mars,24K Magic,global,2017-01-03,2280795
Bruno Mars,24K Magic,global,2017-01-04,2315382
Bruno Mars,24K Magic,global,2017-01-05,2295803
Bruno Mars,24K Magic,global,2017-01-06,2343189
Bruno Mars,24K Magic,global,2017-01-07,2323388
Bruno Mars,24K Magic,global,2017-01-08,2070404
Bruno Mars,24K Magic,global,2017-01-09,2173519
Bruno Mars,24K Magic,global,2017-01-10,2204722
Bruno Mars,24K Magic,global,2017-01-11,2264155
Bruno Mars,24K Magic,global,2017-01-12,2255848
Bruno Mars,24K Magic,global,2017-01-13,2380636
Bruno Mars,24K Magic,global,2017-01-14,2366891
Bruno Mars,24K Magic,global,2017-01-15,2021160
Bruno Mars,24K Magic,global,2017-01-16,2084667
Bruno Mars,24K Magic,global,2017-01-17,2127929
Bruno Mars,24K Magic,global,2017-01-18,2162019
Bruno Mars,24K Magic,global,2017-01-19,2141419
Bruno Mars,24K Magic,global,2017-01-20,2232042
Bruno Mars,24K Magic,global,2017-01-21,2236138
Bruno Mars,24K Magic,global,2017-01-22,1921822
Bruno Mars,24K Magic,global,2017-01-23,1969037
Bruno Mars,24K Magic,global,2017-01-24,2027493
Bruno Mars,24K Magic,global,2017-01-25,2039176
Bruno Mars,24K Magic,global,2017-01-26,2021318
Bruno Mars,24K Magic,global,2017-01-27,2159153
Bruno Mars,24K Magic,global,2017-01-28,2160868
Bruno Mars,24K Magic,global,2017-01-29,1824858
Bruno Mars,24K Magic,global,2017-01-30,1855984
Bruno Mars,24K Magic,global,2017-01-31,1907353
Bruno Mars,24K Magic,global,2017-02-01,1903059
Bruno Mars,24K Magic,global,2017-02-02,1877640
Bruno Mars,24K Magic,global,2017-02-03,1985969
Bruno Mars,24K Magic,global,2017-02-04,1977236
Bruno Mars,24K Magic,global,2017-02-05,1762351
Bruno Mars,24K Magic,global,2017-02-06,1685646
Bruno Mars,24K Magic,global,2017-02-07,1760564
Bruno Mars,24K Magic,global,2017-02-08,1779852
Bruno Mars,24K Magic,global,2017-02-09,1749743
Bruno Mars,24K Magic,global,2017-02-10,1829130
Bruno Mars,24K Magic,global,2017-02-11,1840651
Bruno Mars,24K Magic,global,2017-02-12,1585836
Bruno Mars,24K Magic,global,2017-02-13,1690091
Bruno Mars,24K Magic,global,2017-02-14,1676139
Bruno Mars,24K Magic,global,2017-02-15,1687096
Bruno Mars,24K Magic,global,2017-02-16,1699827
Bruno Mars,24K Magic,global,2017-02-17,1785415
Bruno Mars,24K Magic,global,2017-02-18,1758180
Bruno Mars,24K Magic,global,2017-02-19,1527688
Bruno Mars,24K Magic,global,2017-02-20,1538142
Bruno Mars,24K Magic,global,2017-02-21,1542462
Bruno Mars,24K Magic,global,2017-02-22,1568348
Bruno Mars,24K Magic,global,2017-02-24,1648842
Bruno Mars,24K Magic,global,2017-02-25,1630779
Bruno Mars,24K Magic,global,2017-02-26,1393641
Bruno Mars,24K Magic,global,2017-02-27,1413287
Bruno Mars,24K Magic,global,2017-02-28,1428595
Bruno Mars,24K Magic,global,2017-03-01,1429108
Bruno Mars,24K Magic,global,2017-03-02,1485204
Bruno Mars,24K Magic,global,2017-03-03,1562173
Bruno Mars,24K Magic,global,2017-03-04,1474340
Bruno Mars,24K Magic,global,2017-03-05,1248702
Bruno Mars,24K Magic,global,2017-03-07,1257510
Bruno Mars,24K Magic,global,2017-03-08,1241004
Bruno Mars,24K Magic,global,2017-03-09,1252080
Bruno Mars,24K Magic,global,2017-03-10,1309404
Bruno Mars,24K Magic,global,2017-03-11,1332707
Bruno Mars,24K Magic,global,2017-03-12,1147262
Bruno Mars,24K Magic,global,2017-03-13,1139738
Bruno Mars,24K Magic,global,2017-03-14,1161752
Bruno Mars,24K Magic,global,2017-03-15,1171017
Bruno Mars,24K Magic,global,2017-03-16,1182089
Bruno Mars,24K Magic,global,2017-03-17,1248986
Bruno Mars,24K Magic,global,2017-03-18,1250085
Bruno Mars,24K Magic,global,2017-03-19,1157690
Bruno Mars,24K Magic,global,2017-03-20,1117427
Bruno Mars,24K Magic,global,2017-03-21,1123542
Bruno Mars,24K Magic,global,2017-03-22,1119381
Bruno Mars,24K Magic,global,2017-03-23,1121172
Bruno Mars,24K Magic,global,2017-03-24,1193804
Bruno Mars,24K Magic,global,2017-03-25,1213386
Bruno Mars,24K Magic,global,2017-03-26,1032257
Bruno Mars,24K Magic,global,2017-03-27,1036949
Bruno Mars,24K Magic,global,2017-03-28,1045582
Bruno Mars,24K Magic,global,2017-03-29,1069145
Bruno Mars,24K Magic,global,2017-03-30,1075532
Bruno Mars,24K Magic,global,2017-03-31,1132913
Bruno Mars,24K Magic,global,2017-04-01,1119785
Bruno Mars,24K Magic,global,2017-04-02,968822
Bruno Mars,24K Magic,global,2017-04-03,967862
Bruno Mars,24K Magic,global,2017-04-04,992131
Bruno Mars,24K Magic,global,2017-04-05,982451
Bruno Mars,24K Magic,global,2017-04-06,984226
Bruno Mars,24K Magic,global,2017-04-07,1053316
Bruno Mars,24K Magic,global,2017-04-08,1058774
Bruno Mars,24K Magic,global,2017-04-09,927837
Bruno Mars,24K Magic,global,2017-04-10,931158
Bruno Mars,24K Magic,global,2017-04-11,928793
Bruno Mars,24K Magic,global,2017-04-12,934488
Bruno Mars,24K Magic,global,2017-04-13,965039
Bruno Mars,24K Magic,global,2017-04-14,936951
Bruno Mars,24K Magic,global,2017-04-15,927801
Bruno Mars,24K Magic,global,2017-04-16,847003
Bruno Mars,24K Magic,global,2017-04-17,876616
Bruno Mars,24K Magic,global,2017-04-18,875529
Bruno Mars,24K Magic,global,2017-04-19,874743
Bruno Mars,24K Magic,global,2017-04-20,894389
Bruno Mars,24K Magic,global,2017-04-21,967342
Bruno Mars,24K Magic,global,2017-04-22,953980
Bruno Mars,24K Magic,global,2017-04-23,819902
Bruno Mars,24K Magic,global,2017-04-24,821679
Bruno Mars,24K Magic,global,2017-04-25,842991
Bruno Mars,24K Magic,global,2017-04-26,842332
Bruno Mars,24K Magic,global,2017-04-27,847724
Bruno Mars,24K Magic,global,2017-04-28,921670
Bruno Mars,24K Magic,global,2017-04-29,909813
Bruno Mars,24K Magic,global,2017-04-30,808809
Bruno Mars,24K Magic,global,2017-05-01,775293
Bruno Mars,24K Magic,global,2017-05-02,802423
Bruno Mars,24K Magic,global,2017-05-03,823759
Bruno Mars,24K Magic,global,2017-05-04,834780
Bruno Mars,24K Magic,global,2017-05-05,921028
Bruno Mars,24K Magic,global,2017-05-06,907586
Bruno Mars,24K Magic,global,2017-05-07,779566
Bruno Mars,24K Magic,global,2017-05-08,781532
Bruno Mars,24K Magic,global,2017-05-09,815867
Bruno Mars,24K Magic,global,2017-05-10,812880
Bruno Mars,24K Magic,global,2017-05-11,815521
Bruno Mars,24K Magic,global,2017-05-12,893262
Bruno Mars,24K Magic,global,2017-05-13,886688
Bruno Mars,24K Magic,global,2017-05-14,757289
Bruno Mars,24K Magic,global,2017-05-15,758315
Bruno Mars,24K Magic,global,2017-05-16,781697
Bruno Mars,24K Magic,global,2017-05-17,778300
Bruno Mars,24K Magic,global,2017-05-18,780567
Bruno Mars,24K Magic,global,2017-05-19,851052
Bruno Mars,24K Magic,global,2017-05-20,850595
Bruno Mars,24K Magic,global,2017-05-21,738042
Bruno Mars,24K Magic,global,2017-05-22,756469
Bruno Mars,24K Magic,global,2017-05-23,770531
Bruno Mars,24K Magic,global,2017-05-24,797190
Bruno Mars,24K Magic,global,2017-05-25,805387
Bruno Mars,24K Magic,global,2017-05-26,896331
Bruno Mars,24K Magic,global,2017-05-27,871488
Bruno Mars,24K Magic,global,2017-05-28,753291
Bruno Mars,24K Magic,global,2017-05-29,747329
Bruno Mars,24K Magic,global,2017-06-01,778590
Bruno Mars,24K Magic,global,2017-06-03,808036
Bruno Mars,24K Magic,global,2017-06-04,696490
Bruno Mars,24K Magic,global,2017-06-05,699228
Bruno Mars,24K Magic,global,2017-06-06,718894
Bruno Mars,24K Magic,global,2017-06-07,734667
Bruno Mars,24K Magic,global,2017-06-08,739579
Bruno Mars,24K Magic,global,2017-06-09,786234
Bruno Mars,24K Magic,global,2017-06-10,782172
Bruno Mars,24K Magic,global,2017-06-11,674474
Bruno Mars,24K Magic,global,2017-06-12,690671
Bruno Mars,24K Magic,global,2017-06-13,704424
Bruno Mars,24K Magic,global,2017-06-14,711011
Bruno Mars,24K Magic,global,2017-06-15,719804
Bruno Mars,24K Magic,global,2017-06-16,761100
Bruno Mars,24K Magic,global,2017-06-17,766834
Bruno Mars,24K Magic,global,2017-06-18,657140
Bruno Mars,24K Magic,global,2017-06-19,664932
Bruno Mars,24K Magic,global,2017-06-20,677146
Bruno Mars,24K Magic,global,2017-06-21,685841
Bruno Mars,24K Magic,global,2017-06-22,690144
Bruno Mars,24K Magic,global,2017-06-23,739396
Bruno Mars,24K Magic,global,2017-06-24,721935
Bruno Mars,24K Magic,global,2017-06-25,621972
Bruno Mars,24K Magic,global,2017-06-26,646095
Bruno Mars,24K Magic,global,2017-06-27,661210
Bruno Mars,24K Magic,global,2017-06-28,662354
Bruno Mars,24K Magic,global,2017-06-29,675066
Bruno Mars,24K Magic,global,2017-06-30,723248
Bruno Mars,24K Magic,global,2017-07-01,711073
Bruno Mars,24K Magic,global,2017-07-02,609844
Bruno Mars,24K Magic,global,2017-07-03,635351
Bruno Mars,24K Magic,global,2017-07-04,655589
Bruno Mars,24K Magic,global,2017-07-05,640077
Bruno Mars,24K Magic,global,2017-07-06,639478
Bruno Mars,24K Magic,global,2017-07-07,676759
Bruno Mars,24K Magic,global,2017-07-08,666685
Bruno Mars,24K Magic,global,2017-07-09,582707
Bruno Mars,24K Magic,global,2017-07-10,601378
Bruno Mars,24K Magic,global,2017-07-11,615994
Bruno Mars,24K Magic,global,2017-07-12,624703
Bruno Mars,24K Magic,global,2017-07-13,631671
Bruno Mars,24K Magic,global,2017-07-14,666764
Bruno Mars,24K Magic,global,2017-07-15,657305
Bruno Mars,24K Magic,global,2017-07-16,567865
Bruno Mars,24K Magic,global,2017-07-17,589078
Bruno Mars,24K Magic,global,2017-07-18,599593
Bruno Mars,24K Magic,global,2017-07-19,599851
Bruno Mars,24K Magic,global,2017-07-20,606210
Bruno Mars,24K Magic,global,2017-07-21,648264
Bruno Mars,24K Magic,global,2017-07-22,632398
Bruno Mars,24K Magic,global,2017-07-23,548471
Bruno Mars,24K Magic,global,2017-07-24,570918
Bruno Mars,24K Magic,global,2017-07-25,588034
Bruno Mars,24K Magic,global,2017-07-26,590580
Bruno Mars,24K Magic,global,2017-07-27,601559
Bruno Mars,24K Magic,global,2017-07-28,639745
Bruno Mars,24K Magic,global,2017-07-29,624075
Bruno Mars,24K Magic,global,2017-07-30,541610
Bruno Mars,24K Magic,global,2017-07-31,561833
Bruno Mars,24K Magic,global,2017-08-01,570690
Bruno Mars,24K Magic,global,2017-08-02,568434
Bruno Mars,24K Magic,global,2017-08-03,571852
Bruno Mars,24K Magic,global,2017-08-04,610145
Bruno Mars,24K Magic,global,2017-08-05,597734
Bruno Mars,24K Magic,global,2017-08-06,521159
Bruno Mars,24K Magic,global,2017-08-07,535843
Bruno Mars,24K Magic,global,2017-08-08,551299
Bruno Mars,24K Magic,global,2017-08-09,563570
Bruno Mars,24K Magic,global,2017-08-10,571847
Bruno Mars,24K Magic,global,2017-08-11,603465
Bruno Mars,24K Magic,global,2017-08-12,591187
Bruno Mars,24K Magic,global,2017-08-13,521047
Bruno Mars,24K Magic,global,2017-08-14,550631
Bruno Mars,24K Magic,global,2017-08-15,555309
Bruno Mars,24K Magic,global,2017-08-16,558784
Bruno Mars,24K Magic,global,2017-08-17,557599
Bruno Mars,24K Magic,global,2017-08-18,603666
Bruno Mars,24K Magic,global,2017-08-19,598942
Bruno Mars,24K Magic,global,2017-08-20,521762
Bruno Mars,24K Magic,global,2017-08-21,519523
Bruno Mars,24K Magic,global,2017-08-22,545173
Bruno Mars,24K Magic,global,2017-08-23,544660
Bruno Mars,24K Magic,global,2017-08-24,552417
Bruno Mars,24K Magic,global,2017-08-25,573565
Bruno Mars,24K Magic,global,2017-08-26,595395
Bruno Mars,24K Magic,global,2017-08-27,520987
Bruno Mars,24K Magic,global,2017-08-28,584572
Bruno Mars,24K Magic,global,2017-08-29,538607
Bruno Mars,24K Magic,global,2017-08-30,536864
Bruno Mars,24K Magic,global,2017-08-31,526033
Bruno Mars,24K Magic,global,2017-09-01,558292
Bruno Mars,24K Magic,global,2017-09-02,558695
Bruno Mars,24K Magic,global,2017-09-03,485052
Bruno Mars,24K Magic,global,2017-09-04,495496
Bruno Mars,24K Magic,global,2017-09-05,481614
Bruno Mars,24K Magic,global,2017-09-06,489525
Bruno Mars,24K Magic,global,2017-09-07,499942
Bruno Mars,24K Magic,global,2017-09-08,525643
Bruno Mars,24K Magic,global,2017-09-09,533484
Bruno Mars,24K Magic,global,2017-09-10,461905
Bruno Mars,24K Magic,global,2017-09-11,462112
Bruno Mars,24K Magic,global,2017-09-12,482397
Bruno Mars,24K Magic,global,2017-09-13,490482
Bruno Mars,24K Magic,global,2017-09-14,510728
Bruno Mars,24K Magic,global,2017-09-15,541503
Bruno Mars,24K Magic,global,2017-09-16,546095
Bruno Mars,24K Magic,global,2017-09-17,465239
Bruno Mars,24K Magic,global,2017-09-18,472430
Bruno Mars,24K Magic,global,2017-09-19,478199
Bruno Mars,24K Magic,global,2017-09-20,479855
Bruno Mars,24K Magic,global,2017-09-21,492532
Bruno Mars,24K Magic,global,2017-09-22,536227
Bruno Mars,24K Magic,global,2017-09-23,552617
Bruno Mars,24K Magic,global,2017-09-24,478903
Bruno Mars,24K Magic,global,2017-09-25,470594
Bruno Mars,24K Magic,global,2017-09-26,485535
Bruno Mars,24K Magic,global,2017-09-27,482003
Bruno Mars,24K Magic,global,2017-09-28,488751
Bruno Mars,24K Magic,global,2017-09-29,519324
Bruno Mars,24K Magic,global,2017-09-30,519637
Bruno Mars,24K Magic,global,2017-10-01,441438
Bruno Mars,24K Magic,global,2017-10-04,470112
Bruno Mars,24K Magic,global,2017-10-05,479800
Bruno Mars,24K Magic,global,2017-10-07,527496
Bruno Mars,24K Magic,global,2017-10-08,451504
Bruno Mars,24K Magic,global,2017-10-09,454650
Bruno Mars,24K Magic,global,2017-10-10,465752
Bruno Mars,24K Magic,global,2017-10-11,463169
Bruno Mars,24K Magic,global,2017-10-12,483542
Bruno Mars,24K Magic,global,2017-10-13,514284
Bruno Mars,24K Magic,global,2017-10-14,525093
Bruno Mars,24K Magic,global,2017-10-15,455469
